0,,,,,Clear
1,,,,,Not cloudy
2,,,,,Cloudy
3,,,,,Very cloudy
4,,,,,Covered
5,,,,,Variable
6,,,,,Veiled
0,1,,,,Clear to partly cloudy skies
0,6,,,,Clear or overcast skies
1,"(2, 3)",,,,Changing skies
2,3,,,,Cloudy skies
2,4,,,,Cloudy to overcast skies
3,4,,,,Very cloudy to overcast skies
10,,,,,Sand
15,,,,,Trombe
30,,,,,Mist/fog {loc|very localised}
32,,,,,Fog {loc|very localised}
33,,,,,Dense fog {loc|very localised}
38,,,,,Icy fog {loc|very localised}
39,,,,,Dense fog of ice {loc|very localised}
40,,,,,Rain {loc|very localised}
49,,,,,Freezing rain {locVerglas|very localized}
50,,,,,Rain {loc|very localised}
51,,,,,Rain {loc|very localised}
52,,,,,Rain {loc|very localised}
53,,,,,Heavy rain {loc|very localised}
58,,,,,Mixed rain and snow {locNeige|very localized}
59,,,,,Freezing rain {locVerglas|very localized}
60,,,,,Snow {locNeige|very localized}
61,,,,,Snow {locNeige|very localized}
62,,,,,Snow {locNeige|very localized}
63,,,,,Heavy snow {locNeige|very localized}
70,,,,,Showers {loc|very localised}
71,,,,,Rare showers {loc|very localised}
77,,,,,Rain and snow showers {locNeige|very localized}
80,,,,,Snow showers {locNeige|very localized}
81,,,,,Rare snow showers {locNeige|very localized}
84,,,,,Hail showers {locOrages|very localized}
85,,,,,Hail showers {locOrages|very localized}
90,,,,,Thunderstorms {locOrages|highly localized}
91,,,,,Possible thunderstorms {locOrages|very localized}
92,,,,,Thunderstorms {locOrages|very localized}
93,,,,,Thunderstorms {locOrages|highly localized}
97,,,,,Thunderstorms with snow {locOrages|very localized}
98,,,,,Thunderstorms with hail {locOrages|very localized}
99,,,,,Severe thunderstorms {locOrages|very localized}
32,33,,,,"Fog, sometimes dense {loc|places}"
32,38,,,,"Fog, sometimes icing {loc|places}"
32,39,,,,"Fog, sometimes dense and icy {loc|places}"
33,38,,,,Dense or icing fog {loc|places}
33,39,,,,Dense fog sometimes icing {loc|places}
38,39,,,,Sometimes dense icing fog {loc|places}
30,32,,,,Fog {loc|very localised}
30,33,,,,"Fog, sometimes dense {loc|places}"
30,38,,,,"Fog, sometimes icing {loc|places}"
30,39,,,,"Fog, sometimes dense and icy {loc|places}"
40,49,,,,"Rain {loc|very localised}, sometimes freezing {locVerglas|places}"
49,"(50, 51, 52, 53)",,,,"Rain {loc|very localised}, sometimes freezing {locVerglas|places}"
49,59,,,,Freezing precipitation {locVerglas|very localized}
40,"(50, 51, 52)",,,,Rain {loc|very localised}
"(40, 50, 51, 52)",53,,,,"Rain, sometimes heavy {loc|places}"
"(50, 51)","(51, 52)",,,,Rain {loc|very localised}
"(50, 51, 52, 53)",58,,,,"Rain, sometimes mixed with snow {locNeige|places}"
"(50, 51, 52, 53)",59,,,,"Rain {loc|very localised}, sometimes freezing {locVerglas|places}"
"(50, 51, 52, 53)","(70, 71)",,,,Rainy passages {loc|very localised}
58,"(60, 61, 62, 63)",,,,Snow {locNeige|very localized}
"(60, 61)","(61, 62)",,,,Snow {locNeige|very localized}
"(60, 61, 62)",63,,,,Sometimes heavy snow {locNeige|places}
"(60, 61, 62, 63)","(80, 81)",,,,Snowy episodes {locNeige|very localized}
70,71,,,,Showers {loc|very localised}
"(70, 71)",77,,,,"Showers, sometimes mixed with snow {locNeige|places}"
80,81,,,,Snow showers {locNeige|very localized}
70,"(80, 81)",,,,"Showers, sometimes snowy {locNeige|places}"
71,80,,,,"Showers, sometimes snowy {locNeige|places}"
71,81,,,,"Rare showers, sometimes snowy {locNeige|places}"
84,85,,,,Hail or sleet showers {locOrages|very localized}
"(70, 71)",92,,,,"Showers, sometimes thunderstorms {locOrages|places}"
