min_begin_diff,reference,start,stop,template
0,2,1,1,este medio de la noche de {weekday_m1} a {weekday}
0,2,1,4,esta noche de {weekday_m1} a {weekday}
0,2,1,7,hasta esta {weekday} mañana temprano
0,2,1,10,hasta esta mañana {weekday}
0,2,1,13,hasta este {weekday} mediodía
0,2,1,16,hasta esta tarde {weekday}
0,2,1,19,hasta esta noche {weekday}
0,2,1,22,hasta el comienzo de la noche de {weekday} a {weekday_p1}
0,2,1,25,hasta media noche de {weekday} a {weekday_p1}
0,2,4,4,esta noche de {weekday_m1} a {weekday}
0,2,4,7,este {weekday} temprano en la mañana
0,2,4,10,esta tarde de la noche y esta {weekday} mañana
0,2,4,13,de esta noche a este {weekday} mediodía
0,2,4,16,de esta noche a esta tarde {weekday}
0,2,4,19,de esta noche a esta noche {weekday}
0,2,4,22,desde esta noche hasta la mañana de {weekday} a {weekday_p1}
0,2,4,25,de esta tarde a media noche desde {weekday} hasta {weekday_p1}
0,2,4,28,de esta noche hasta la noche de {weekday} a {weekday_p1}
0,2,7,7,este {weekday} temprano en la mañana
0,2,7,10,este {weekday} mañana
0,2,7,13,este {weekday} mañana y mediodía
0,2,7,16,ce {weekday}
0,2,7,19,este {weekday} hasta la noche
0,2,7,22,este {weekday} hasta el comienzo de la siguiente noche
0,2,7,25,este {weekday} hasta media noche siguiente
0,2,7,28,este {weekday} y la noche siguiente
0,2,7,31,este {weekday} hasta {weekday_p1} temprano en la mañana
0,2,10,10,este {weekday} fin de la mañana
0,2,10,13,ce {weekday} mediodía
0,2,10,16,este {weekday} tarde por la mañana y por la tarde
0,2,10,19,este {weekday} desde el final de la mañana hasta la noche
0,2,10,22,este {weekday} desde el final de la mañana hasta el comienzo de la noche siguiente
0,2,10,25,este {weekday} mañana hasta media noche siguiente
0,2,10,28,de este {weekday} mañana a la noche siguiente
0,2,10,31,de este {weekday} mañana a {weekday_p1} temprano en la mañana
0,2,10,34,de esta {weekday} mañana a {weekday_p1} mañana
0,2,13,13,este {weekday} a mitad del día
0,2,13,16,este {weekday} tarde
0,2,13,19,este {weekday} del mediodía a la noche
0,2,13,22,de esta tarde {weekday} hasta el comienzo de la siguiente noche
0,2,13,25,de este {weekday} mediodía hasta media noche siguiente
0,2,13,28,de este {weekday} mediodía hasta el final de la noche siguiente
0,2,13,31,este {weekday} mediodía a {weekday_p1} temprano en la mañana
0,2,13,34,de este {weekday} mediodía a {weekday_p1} mañana
0,2,13,37,este {weekday} mediodía a {weekday_p1} mediodía
0,2,16,16,este {weekday} tarde
0,2,16,19,este {weekday} tarde y noche
0,2,16,22,de esta tarde {weekday} hasta el comienzo de la siguiente noche
0,2,16,25,de este {weekday} tarde hasta media noche siguiente
0,2,16,28,de esta tarde {weekday} hasta el final de la noche siguiente
0,2,16,31,de este {weekday} tarde a {weekday_p1} temprano en la mañana
0,2,16,34,de este {weekday} tarde a {weekday_p1} mañana
0,2,16,37,de este {weekday} tarde a {weekday_p1} mediodía
0,2,16,40,de este {weekday} tarde a {weekday_p1} tarde
0,2,19,19,este {weekday} noche
0,2,19,22,este {weekday} noche hasta el comienzo de la noche
0,2,19,25,este {weekday} noche y medio de la noche
0,2,19,28,este {weekday} noche hasta el final de la noche
0,2,19,31,de esta {weekday} tarde a {weekday_p1} temprano en la mañana
0,2,19,34,de esta {weekday} noche a la {weekday_p1} mañana
0,2,19,37,de este {weekday} tarde a {weekday_p1} mediodía
0,2,19,40,de este {weekday} tarde a {weekday_p1} tarde
0,2,19,43,esta {weekday} noche a {weekday_p1} noche
0,2,22,22,en la primera parte de la noche de {weekday} a {weekday_p1}
0,2,22,25,durante la noche de {weekday} a {weekday_p1}
0,2,22,28,noche de {weekday} a {weekday_p1}
0,2,22,31,la noche de {weekday} a {weekday_p1} y {weekday_p1} temprano por la mañana
0,2,22,34,noche de {weekday} a {weekday_p1} y {weekday_p1} mañana
0,2,22,37,de la noche de {weekday} a {weekday_p1} hasta {weekday_p1} mediodía
0,2,22,40,de la noche de {weekday} a {weekday_p1} hasta {weekday_p1} por la tarde
0,2,22,43,de la noche de {weekday} a {weekday_p1} hasta {weekday_p1} noche
0,2,22,46,de la noche de {weekday} a {weekday_p1} hasta el comienzo de la siguiente noche
0,2,25,25,a media noche de {weekday_m1} a {weekday}
0,2,25,28,en la segunda parte de la noche de {weekday_m1} a {weekday}
0,2,25,31,a media noche de {weekday_m1} a {weekday} a {weekday} temprano en la mañana
0,2,25,34,de media noche desde {weekday_m1} a {weekday} hasta {weekday} mañana
0,2,25,37,desde el medio de la noche de {weekday_m1} a {weekday} hasta {weekday} mediodía
0,2,25,40,de media noche desde {weekday_m1} a {weekday} hasta {weekday} tarde
0,2,25,43,desde el medio de la noche de {weekday_m1} a {weekday} hasta {weekday} tarde
0,2,25,46,desde el medio de la noche de {weekday_m1} a {weekday} hasta el comienzo de la siguiente noche
0,2,25,49,desde el medio de la noche de {weekday_m1} a {weekday} hasta el medio de la noche siguiente
0,2,28,28,al final de la noche de {weekday_m1} a {weekday}
0,2,28,31,al final de la noche desde {weekday_m1} hasta {weekday} y {weekday} temprano por la mañana
0,2,28,34,al final de la noche desde {weekday_m1} hasta {weekday} y {weekday} mañana
0,2,28,37,al final de la noche desde {weekday_m1} a {weekday} hasta {weekday} mediodía
0,2,28,40,desde el final de la noche de {weekday_m1} a {weekday} hasta {weekday} tarde
0,2,28,43,desde el final de la noche de {weekday_m1} a {weekday} hasta {weekday} tarde
0,2,28,46,desde el final de la noche de {weekday_m1} a {weekday} hasta el comienzo de la siguiente noche
0,2,28,49,desde el final de la noche de {weekday_m1} a {weekday} hasta mediados de la siguiente noche
0,2,28,52,desde el final de la noche de {weekday_m1} a {weekday} hasta el final de la siguiente noche
0,2,31,31,{weekday} temprano por la mañana
0,2,31,34,{weekday} mañana
0,2,31,37,{weekday} mañana y mediodía
0,2,31,40,{weekday}
0,2,31,43,{weekday} hasta la noche
0,2,31,46,{weekday} y comienzo de la noche siguiente
0,2,31,49,{weekday} hasta media noche siguiente
0,2,31,52,{weekday} y la noche siguiente
0,2,31,55,desde {weekday} hasta {weekday_p1} temprano en la mañana
0,10,1,1,en medio de la noche pasada
0,10,1,4,esta noche pasada
0,10,1,7,esta noche hasta la madrugada
0,10,1,10,esta noche hasta esta mañana
0,10,1,13,de esta noche en medio del día
0,10,1,16,de esta noche a esta tarde
0,10,1,19,de esta noche al principio de la tarde
0,10,1,22,hasta la noche siguiente
0,10,1,25,de aquella noche a media noche siguiente
0,10,4,4,esta noche tarde
0,10,4,7,esta noche hasta la madrugada
0,10,4,10,esta noche hasta esta mañana
0,10,4,13,de esta noche en medio del día
0,10,4,16,de esta noche a esta tarde
0,10,4,19,de esta noche al principio de la tarde
