0,1,2,3,4,template
0,,,,,Nothing to report.
0.75,,,,,Risk over the entire period. {B0_val}.
1,,,,,Risk over the entire period. {B0_val}.
0,0.75,,,,Risk from {B1_start}. {B1_val}.
0,1,,,,Risk from {B1_start}. {B1_val}.
0.75,0,,,,Risk up to {B0_stop}. {B0_val}.
0.75,1,,,,Risk over the entire period. {B0_val}. Maximum risk is reached from {B1_start}. {B1_val}.
1,0,,,,Risk up to {B0_stop}. {B0_val}.
1,0.75,,,,"Risk over the entire period, maximum {B0_period}. {B0_val}. Improvement thereafter. {B1_val}."
0,0.75,0,,,Risk {B1_period}. {B1_val}.
0,0.75,1,,,Risk from {B1_start}. {B1_val}. Maximum risk from {B2_start}. {B2_val}.
0,1,0,,,Risk {B1_period}. {B1_val}.
0,1,0.75,,,Maximum risk {B1_period}. {B1_val}. Improvement thereafter. {B2_val}.
0.75,0,0.75,,,Risk up to {B0_stop}. New risk from {B2_start}. {level_int_val}.
0.75,0,1,,,Risk up to {B0_stop}. {B0_val}. New risk from {B2_start}. {B2_val}.
0.75,1,0,,,Risk becoming maximum {B1_period}. {B1_val}.
0.75,1,0.75,,,"Risk over the entire period, maximum {B1_period}. {B1_val}."
1,0,0.75,,,Risk up to {B0_stop}. {B0_val}. New risk from {B2_start}. {B2_val}.
1,0,1,,,Risk up to {B0_stop}. New risk from {B2_start}. {level_max_val}.
1,0.75,0,,,Maximum risk up to {B0_stop}. {B0_val}. End of risk {B1_stop}.
1,0.75,1,,,Risk over the entire period. {level_max_val}.
0,0.75,0,0.75,,Risk {B1_period}. New risk from {B3_start}. {level_int_val}.
0,0.75,0,1,,Risk {B1_period}. {B1_val}. New risk from {B3_start}. {B3_val}.
0,0.75,1,0,,"Risk from {B1_start}. {B1_val}. Maximum risk {B2_period}, then improvement. {B2_val}."
0,0.75,1,0.75,,Risk from {B1_start}. {level_int_val}. Maximum risk {B2_period}. {B2_val}.
0,1,0,0.75,,Risk {B1_period}. {B1_val}. New risk from {B3_start}. {B3_val}.
0,1,0,1,,Risk {B1_period}. New risk from {B3_start}. {level_max_val}.
0,1,0.75,0,,Risk from {B1_start}. {B1_val}. Improvement {B2_period}. {B2_val}.
0,1,0.75,1,,Risk from {B1_start}. {level_max_val}.
0.75,0,0.75,0,,Risk up to {B0_stop}. New risk {B2_period}. {level_int_val}.
0.75,0,0.75,1,,Risk up to {B0_stop}. {B0_val}. New risk from {B2_start}. {B3_val}.
0.75,0,1,0,,Risk up to {B0_stop}. {B0_val}. New risk {B2_period}. {B2_val}.
0.75,0,1,0.75,,Risk up to {B0_stop}. {B0_val}. New risk from {B2_start}. {B2_val}.
0.75,1,0,0.75,,Risk up to {B1_stop}. {B1_val}. New risk from {B3_start}. {B3_val}.
0.75,1,0,1,,Risk up to {B1_stop}. New risk from {B3_start}. {level_max_val}.
0.75,1,0.75,0,,Risk becoming maximum {B1_period}. {B1_val}. End of risk {B2_stop}.
0.75,1,0.75,1,,Risk over entire period. {level_max_val}.
1,0,0.75,0,,Risk up to {B0_stop}. {B0_val}. New risk {B2_period}. {B2_val}.
1,0,0.75,1,,Risk up to {B0_stop}. New risk {B2_start}. {level_max_val}.
1,0,1,0,,Risk up to {B0_stop}. New risk {B2_period}. {level_max_val}.
1,0,1,0.75,,Risk up to {B0_stop}. New risk from {B2_start}. {level_max_val}.
1,0.75,0,0.75,,Risk decreasing up to {B1_stop}. {B0_val}. New risk {B3_start}. {B3_val}.
1,0.75,0,1,,Risk decreasing up to {B1_stop}. New risk {B3_start}. {level_max_val}.
1,0.75,1,0,,Risk up to {B2_stop}. {level_max_val}.
1,0.75,1,0.75,,Risk over entire period. {level_max_val}.
0,0.75,0,0.75,0,Risk {B1_period}. {B1_val}. New risk {B3_period}. {B3_val}.
0,0.75,0,0.75,1,Risk {B1_period}. {B1_val}. New risk from {B3_start}. {B4_val}.
0,0.75,0,1,0,Risk {B1_period}. {B1_val}. New risk {B3_period}. {B3_val}.
0,0.75,0,1,0.75,Risk {B1_period}. {B1_val}. New risk from {B3_start}. {B3_val}.
0,0.75,1,0,0.75,Risk from {B1_start} to {B2_stop}. {B2_val}. New risk from {B4_start}. {B4_val}.
0,0.75,1,0,1,Risk from {B1_start} to {B2_stop}. {B2_val}. New risk from {B4_start}. {B4_val}.
0,0.75,1,0.75,0,Risk from {B1_start} to {B3_stop}. {B2_val}.
0,0.75,1,0.75,1,Risk from {B1_start}. {level_max_val}.
0,1,0,0.75,0,Risk {B1_period}. {B1_val}. New risk {B3_period}. {B3_val}.
0,1,0,0.75,1,Risk {B1_period} and from {B3_start}. {level_max_val}.
0,1,0,1,0,Risk {B1_period}. {B1_val}. New risk {B3_period}. {B3_val}.
0,1,0,1,0.75,Risk {B1_period} and from {B3_start}. {level_max_val}.
0,1,0.75,0,0.75,Risk from {B1_start} to {B2_stop}. {B1_val}. New risk from {B4_start}. {B4_val}.
0,1,0.75,0,1,Risk from {B1_start} to {B2_stop}. {B1_val}. New risk from {B4_start}. {B4_val}.
0,1,0.75,1,0,Risk from {B1_start} to {B3_stop}. {level_max_val}.
0,1,0.75,1,0.75,Risk from {B1_start}. {level_max_val}.
0.75,0,0.75,0,0.75,Risk on the area. {level_int_val}.
0.75,0,0.75,0,1,Risk on the area. {B4_val}.
0.75,0,0.75,1,0,Risk up to {B0_stop}. {B0_val}. New risk from {B2_start} to {B3_stop}. {B3_val}.
0.75,0,0.75,1,0.75,Risk up to {B0_stop}. {B0_val}. New risk from {B2_start}. {B3_val}.
0.75,0,1,0,0.75,Risk during the period. Maximum risk {B2_period}. {B2_val}.
0.75,0,1,0,1,Risk during the period. {level_max_val}.
0.75,0,1,0.75,0,Risk up to {B0_stop}. {B0_val}. New risk from {B2_start} to {B3_stop}. {B2_val}.
0.75,0,1,0.75,1,Risk up to {B0_stop}. {B0_val}. New risk from {B2_start}. {level_max_val}.
0.75,1,0,0.75,0,Risk up to {B1_stop}. {B1_val}. New risk {B3_period}. {B3_val}.
0.75,1,0,0.75,1,Risk up to {B1_stop}. {B1_val}. New risk from {B3_start}. {B4_val}.
0.75,1,0,1,0,Risk up to {B1_stop}. {B1_val}. New risk {B3_period}. {B3_val}.
0.75,1,0,1,0.75,Risk up to {B1_stop}. {B1_val}. New risk from {B3_start}. {B3_val}.
0.75,1,0.75,0,0.75,"Risk up to {B2_stop}. {B1_val}. New risk, from {B4_start}. {B4_val}."
0.75,1,0.75,0,1,Risk up to {B2_stop}. {B1_val}. New risk from {B4_start}. {B4_val}.
0.75,1,0.75,1,0,Risk up to {B3_stop}. {level_max_val}.
0.75,1,0.75,1,0.75,Risk during the entire monitoring period. {level_max_val}.
1,0,0.75,0,0.75,Risk during the period. {B0_val}.
1,0,0.75,0,1,Risk during the period. {level_max_val}.
1,0,0.75,1,0,Risk until {B0_stop}. New risk from {B2_start} to {B3_stop}. {level_max_val}.
1,0,0.75,1,0.75,Risk until {B0_stop}. New risk from {B2_start}. {level_max_val}.
1,0,1,0,0.75,Risk over the period. {level_max_val}.
1,0,1,0,1,Risk over the period. {level_max_val}.
1,0,1,0.75,0,Risk until {B0_stop}. {B0_val}. New risk from {B2_start} to {B3_stop}. {B2_val}.
1,0,1,0.75,1,Risk until {B0_stop}. New risk from {B2_start}. {level_max_val}.
1,0.75,0,0.75,0,Risk up to {B1_stop}. {B0_val}. New risk {B3_period}. {B3_val}.
1,0.75,0,0.75,1,Risk up to {B1_stop}. {B0_val}. New risk from {B3_start}. {B4_val}.
1,0.75,0,1,0,Risk up to {B1_stop}. {B0_val}. New risk {B3_period}. {B3_val}.
1,0.75,0,1,0.75,Risk up to {B1_stop}. {B0_val}. New risk from {B3_start}. {B3_val}.
1,0.75,1,0,0.75,Risk up to {B2_stop}. {level_max_val}. New risk from {B4_start}. {B4_val}.
1,0.75,1,0,1,Risk up to {B2_stop}. New risk from {B4_start}. {level_max_val}.
1,0.75,1,0.75,0,Risk up to {B3_stop}. {level_max_val}.
1,0.75,1,0.75,1,Risk throughout the monitoring period. {level_max_val}.
